dataset,dimension,relation,paper_orf_id,paper_chrom,paper_strand,paper_blocks,paper_start_codon,paper_stop_codon,paper_span_start,paper_span_end,paper_aa_len,pred_orf_id,pred_blocks,pred_start_codon,pred_stop_codon,pred_span_start,pred_span_end,pred_aa_len,delta_start_nt,delta_stop_nt,scope_class
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026203.16_Dnajb2_chr1:75236476-75236933:+_64,chr1,+,"75236476-75236589,75236851-75236933",75236476,75236933,75236476,75236933,64,P1_1:75236477_75236871:+:2:81,"75236477-75236537,75236852-75236871",75236477,75236871,75236477,75236871,26,1,62,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000006576.16_Slc4a3_chr1:75546296-75546886:+_66,chr1,+,"75546296-75546382,75546771-75546886",75546296,75546886,75546296,75546886,66,P1_1:75546297_75546886:+:2:201,"75546297-75546382,75546772-75546886",75546297,75546886,75546297,75546886,66,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000006576.16_Slc4a3_chr1:75546296-75546886:+_66,chr1,+,"75546296-75546382,75546771-75546886",75546296,75546886,75546296,75546886,66,P1_1:75546566_75546886:+:2:120,"75546566-75546613,75546815-75546886",75546566,75546886,75546566,75546886,39,270,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000006576.16_Slc4a3_chr1:75546565-75546886:+_39,chr1,+,"75546565-75546613,75546814-75546886",75546565,75546886,75546565,75546886,39,P1_1:75546566_75546886:+:2:120,"75546566-75546613,75546815-75546886",75546566,75546886,75546566,75546886,39,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000006576.16_Slc4a3_chr1:75546565-75546886:+_39,chr1,+,"75546565-75546613,75546814-75546886",75546565,75546886,75546565,75546886,39,P1_1:75546297_75546886:+:2:201,"75546297-75546382,75546772-75546886",75546297,75546886,75546297,75546886,66,268,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000006576.16_Slc4a3_chr1:75546565-75546886:+_39,chr1,+,"75546565-75546613,75546814-75546886",75546565,75546886,75546565,75546886,39,P1_1:75546566_75546886:+:2:120,"75546566-75546613,75546815-75546886",75546566,75546886,75546566,75546886,39,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000033159.14_Cnppd1_chr1:75142254-75142374:-_39,chr1,-,75142254-75142374,75142374,75142254,75142254,75142374,39,P1_1:75142255_75142374:-:1:120,75142255-75142374,75142374,75142255,75142255,75142374,39,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000033159.14_Cnppd1_chr1:75142254-75142374:-_39,chr1,-,75142254-75142374,75142374,75142254,75142254,75142374,39,P1_1:75142255_75142374:-:1:120,75142255-75142374,75142374,75142255,75142255,75142374,39,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000033159.14_Cnppd1_chr1:75142254-75142696:-_119,chr1,-,"75142254-75142560,75142642-75142696",75142696,75142254,75142254,75142696,119,P1_1:75142255_75142696:-:2:360,"75142255-75142560,75142643-75142696",75142696,75142255,75142255,75142696,119,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000033159.14_Cnppd1_chr1:75142254-75142696:-_119,chr1,-,"75142254-75142560,75142642-75142696",75142696,75142254,75142254,75142696,119,P1_1:75142255_75142374:-:1:120,75142255-75142374,75142374,75142255,75142255,75142374,39,322,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026201.12_Stk16_chr1:75211314-75211947:+_40,chr1,+,"75211314-75211414,75211924-75211947",75211314,75211947,75211314,75211947,40,P1_1:75211315_75211947:+:2:123,"75211315-75211414,75211925-75211947",75211315,75211947,75211315,75211947,40,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000026201.12_Stk16_chr1:75211314-75211947:+_40,chr1,+,"75211314-75211414,75211924-75211947",75211314,75211947,75211314,75211947,40,P1_1:75210989_75211947:+:3:234,"75210989-75211024,75211240-75211414,75211925-75211947",75210989,75211947,75210989,75211947,77,325,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026201.12_Stk16_chr1:75211314-75211947:+_40,chr1,+,"75211314-75211414,75211924-75211947",75211314,75211947,75211314,75211947,40,P1_1:75211315_75211947:+:2:123,"75211315-75211414,75211925-75211947",75211315,75211947,75211315,75211947,40,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026201.12_Stk16_chr1:75210988-75211947:+_77,chr1,+,"75210988-75211024,75211239-75211414,75211924-75211947",75210988,75211947,75210988,75211947,77,P1_1:75210989_75211947:+:3:234,"75210989-75211024,75211240-75211414,75211925-75211947",75210989,75211947,75210989,75211947,77,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026201.12_Stk16_chr1:75210988-75211947:+_77,chr1,+,"75210988-75211024,75211239-75211414,75211924-75211947",75210988,75211947,75210988,75211947,77,P1_1:75211145_75211309:+:2:84,"75211145-75211158,75211240-75211309",75211145,75211309,75211145,75211309,27,157,638,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026201.12_Stk16_chr1:75211314-75212893:+_35,chr1,+,"75211314-75211414,75212885-75212893",75211314,75212893,75211314,75212893,35,P1_1:75211315_75211947:+:2:123,"75211315-75211414,75211925-75211947",75211315,75211947,75211315,75211947,40,1,946,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000055980.2_Irs1_chr1:82291070-82291253:-_60,chr1,-,82291070-82291253,82291253,82291070,82291070,82291253,60,P1_1:82291071_82291253:-:1:183,82291071-82291253,82291253,82291071,82291071,82291253,60,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000055980.2_Irs1_chr1:82291070-82291253:-_60,chr1,-,82291070-82291253,82291253,82291070,82291070,82291253,60,P1_1:82291071_82291253:-:1:183,82291071-82291253,82291253,82291071,82291071,82291253,60,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000055980.2_Irs1_chr1:82290723-82290801:-_25,chr1,-,82290723-82290801,82290801,82290723,82290723,82290801,25,P1_1:82290724_82290801:-:1:78,82290724-82290801,82290801,82290724,82290724,82290801,25,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000055980.2_Irs1_chr1:82290723-82290801:-_25,chr1,-,82290723-82290801,82290801,82290723,82290723,82290801,25,P1_1:82290724_82290801:-:1:78,82290724-82290801,82290801,82290724,82290724,82290801,25,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025949.16_Pikfyve_chr1:65190322-65190427:+_34,chr1,+,65190322-65190427,65190322,65190427,65190322,65190427,34,P1_1:65190323_65190427:+:1:105,65190323-65190427,65190323,65190427,65190323,65190427,34,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025949.16_Pikfyve_chr1:65190322-65190427:+_34,chr1,+,65190322-65190427,65190322,65190427,65190322,65190427,34,P1_1:65190323_65190427:+:1:105,65190323-65190427,65190323,65190427,65190323,65190427,34,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026220.6_Slc16a14_chr1:84934885-84934981:-_31,chr1,-,84934885-84934981,84934981,84934885,84934885,84934981,31,P1_1:84934886_84934981:-:1:96,84934886-84934981,84934981,84934886,84934886,84934981,31,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026220.6_Slc16a14_chr1:84934885-84934981:-_31,chr1,-,84934885-84934981,84934981,84934885,84934885,84934981,31,P1_1:84934886_84934981:-:1:96,84934886-84934981,84934981,84934886,84934886,84934981,31,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000036206.12_Sh3bp4_chr1:89070586-89107309:+_20,chr1,+,"89070586-89070597,89107257-89107309",89070586,89107309,89070586,89107309,20,P1_1:89070587_89107309:+:2:63,"89070587-89070597,89107258-89107309",89070587,89107309,89070587,89107309,20,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000036206.12_Sh3bp4_chr1:89070586-89107309:+_20,chr1,+,"89070586-89070597,89107257-89107309",89070586,89107309,89070586,89107309,20,P1_1:89070587_89107309:+:2:63,"89070587-89070597,89107258-89107309",89070587,89107309,89070587,89107309,20,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026219.14_Trip12_chr1:84814903-84814966:-_20,chr1,-,84814903-84814966,84814966,84814903,84814903,84814966,20,P1_1:84814904_84814966:-:1:63,84814904-84814966,84814966,84814904,84814904,84814966,20,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026219.14_Trip12_chr1:84814903-84814966:-_20,chr1,-,84814903-84814966,84814966,84814903,84814903,84814966,20,P1_1:84814904_84814966:-:1:63,84814904-84814966,84814966,84814904,84814904,84814966,20,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000034343.14_Ube2f_chr1:91250392-91253783:+_22,chr1,+,"91250392-91250437,91253759-91253783",91250392,91253783,91250392,91253783,22,P1_1:91250393_91253783:+:2:69,"91250393-91250437,91253760-91253783",91250393,91253783,91250393,91253783,22,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000034343.14_Ube2f_chr1:91250392-91253783:+_22,chr1,+,"91250392-91250437,91253759-91253783",91250392,91253783,91250392,91253783,22,P1_1:91250393_91253783:+:2:69,"91250393-91250437,91253760-91253783",91250393,91253783,91250393,91253783,22,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000034343.14_Ube2f_chr1:91250392-91254310:+_31,chr1,+,"91250392-91250437,91254259-91254310",91250392,91254310,91250392,91254310,31,P1_1:91250393_91254310:+:2:96,"91250393-91250437,91254260-91254310",91250393,91254310,91250393,91254310,31,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000034343.14_Ube2f_chr1:91250392-91254310:+_31,chr1,+,"91250392-91250437,91254259-91254310",91250392,91254310,91250392,91254310,31,P1_1:91250393_91253783:+:2:69,"91250393-91250437,91253760-91253783",91250393,91253783,91250393,91253783,22,1,527,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000034343.14_Ube2f_chr1:91250392-91254310:+_30,chr1,+,"91250392-91250437,91254262-91254310",91250392,91254310,91250392,91254310,30,P1_1:91250393_91254310:+:2:93,"91250393-91250437,91254263-91254310",91250393,91254310,91250393,91254310,30,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000034343.14_Ube2f_chr1:91250392-91254310:+_30,chr1,+,"91250392-91250437,91254262-91254310",91250392,91254310,91250392,91254310,30,P1_1:91250393_91253783:+:2:69,"91250393-91250437,91253760-91253783",91250393,91253783,91250393,91253783,22,1,527,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026270.11_Capn10_chr1:92934851-92937979:+_65,chr1,+,"92934851-92935014,92937944-92937979",92934851,92937979,92934851,92937979,65,P1_1:92934852_92937979:+:2:198,"92934852-92935014,92937945-92937979",92934852,92937979,92934852,92937979,65,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026270.11_Capn10_chr1:92934851-92937979:+_65,chr1,+,"92934851-92935014,92937944-92937979",92934851,92937979,92934851,92937979,65,P1_1:92934852_92937979:+:2:198,"92934852-92935014,92937945-92937979",92934852,92937979,92934852,92937979,65,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040648.14_Ppip5k2_chr1:97761817-97769904:-_17,chr1,-,"97761817-97761821,97769854-97769904",97769904,97761817,97761817,97769904,17,P1_1:97761818_97769904:-:2:54,"97761818-97761821,97769855-97769904",97769904,97761818,97761818,97769904,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040648.14_Ppip5k2_chr1:97761817-97769904:-_17,chr1,-,"97761817-97761821,97769854-97769904",97769904,97761817,97761817,97769904,17,P1_1:97761818_97769904:-:2:54,"97761818-97761821,97769855-97769904",97769904,97761818,97761818,97769904,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026335.16_Pam_chr1:97977192-97977252:-_19,chr1,-,97977192-97977252,97977252,97977192,97977192,97977252,19,P1_1:97977193_97977252:-:1:60,97977193-97977252,97977252,97977193,97977193,97977252,19,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026335.16_Pam_chr1:97977192-97977252:-_19,chr1,-,97977192-97977252,97977252,97977192,97977192,97977252,19,P1_1:97977193_97977252:-:1:60,97977193-97977252,97977252,97977193,97977193,97977252,19,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000057329.7_Bcl2_chr1:106713707-106713791:-_27,chr1,-,106713707-106713791,106713791,106713707,106713707,106713791,27,P1_1:106713708_106713791:-:1:84,106713708-106713791,106713791,106713708,106713708,106713791,27,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000057329.7_Bcl2_chr1:106713707-106713791:-_27,chr1,-,106713707-106713791,106713791,106713707,106713707,106713791,27,P1_1:106713708_106713791:-:1:84,106713708-106713791,106713791,106713708,106713708,106713791,27,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026278.14_Bok_chr1:93685840-93686502:+_32,chr1,+,"93685840-93685854,93686417-93686502",93685840,93686502,93685840,93686502,32,P1_1:93685841_93686502:+:2:99,"93685841-93685854,93686418-93686502",93685841,93686502,93685841,93686502,32,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026278.14_Bok_chr1:93685840-93686502:+_32,chr1,+,"93685840-93685854,93686417-93686502",93685840,93686502,93685840,93686502,32,P1_1:93685841_93686502:+:2:99,"93685841-93685854,93686418-93686502",93685841,93686502,93685841,93686502,32,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000015222.17_Map2_chr1:66321860-66321977:+_38,chr1,+,66321860-66321977,66321860,66321977,66321860,66321977,38,P1_1:66321861_66321977:+:1:117,66321861-66321977,66321861,66321977,66321861,66321977,38,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000015222.17_Map2_chr1:66321860-66321977:+_38,chr1,+,66321860-66321977,66321860,66321977,66321860,66321977,38,P1_1:66321861_66321977:+:1:117,66321861-66321977,66321861,66321977,66321861,66321977,38,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000056536.14_Pign_chr1:105658986-105659326:-_17,chr1,-,"105658986-105659006,105659292-105659326",105659326,105658986,105658986,105659326,17,P1_1:105658987_105659326:-:2:54,"105658987-105659006,105659293-105659326",105659326,105658987,105658987,105659326,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000056536.14_Pign_chr1:105658986-105659326:-_17,chr1,-,"105658986-105659006,105659292-105659326",105659326,105658986,105658986,105659326,17,P1_1:105658987_105659326:-:2:54,"105658987-105659006,105659293-105659326",105659326,105658987,105658987,105659326,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000004451.14_Ralb_chr1:119504632-119504692:-_19,chr1,-,119504632-119504692,119504692,119504632,119504632,119504692,19,P1_1:119504633_119504692:-:1:60,119504633-119504692,119504692,119504633,119504633,119504692,19,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000004451.14_Ralb_chr1:119504632-119504692:-_19,chr1,-,119504632-119504692,119504692,119504632,119504632,119504692,19,P1_1:119504633_119504692:-:1:60,119504633-119504692,119504692,119504633,119504633,119504692,19,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000003721.14_Insig2_chr1:121319960-121327735:-_18,chr1,-,"121319960-121319972,121327690-121327735",121327735,121319960,121319960,121327735,18,P1_1:121319961_121327735:-:2:57,"121319961-121319972,121327691-121327735",121327735,121319961,121319961,121327735,18,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000003721.14_Insig2_chr1:121319960-121327735:-_18,chr1,-,"121319960-121319972,121327690-121327735",121327735,121319960,121319960,121327735,18,P1_1:121319961_121327735:-:2:57,"121319961-121319972,121327691-121327735",121327735,121319961,121319961,121327735,18,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026384.13_Ptpn4_chr1:119837035-119837104:-_22,chr1,-,119837035-119837104,119837104,119837035,119837035,119837104,22,P1_1:119837036_119837104:-:1:69,119837036-119837104,119837104,119837036,119837036,119837104,22,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026384.13_Ptpn4_chr1:119837035-119837104:-_22,chr1,-,119837035-119837104,119837104,119837035,119837035,119837104,22,P1_1:119837036_119837104:-:1:69,119837036-119837104,119837104,119837036,119837036,119837104,22,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026344.9_Lypd1_chr1:125911927-125912065:-_45,chr1,-,125911927-125912065,125912065,125911927,125911927,125912065,45,P1_1:125911928_125912065:-:1:138,125911928-125912065,125912065,125911928,125911928,125912065,45,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026344.9_Lypd1_chr1:125911927-125912065:-_45,chr1,-,125911927-125912065,125912065,125911927,125911927,125912065,45,P1_1:125911928_125912065:-:1:138,125911928-125912065,125912065,125911928,125911928,125912065,45,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000049690.15_Nckap5_chr1:126382172-126830327:-_96,chr1,-,"126382172-126382185,126448453-126448517,126528681-126528755,126695685-126695814,126830316-126830327",126830327,126382172,126382172,126830327,96,P1_1:126382173_126492566:-:3:96,"126382173-126382185,126448454-126448517,126492548-126492566",126492566,126382173,126382173,126492566,31,337761,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026341.16_Actr3_chr1:125416367-125435407:-_63,chr1,-,"125416367-125416380,125418248-125418304,125435284-125435407",125435407,125416367,125416367,125435407,63,P1_1:125416368_125435407:-:3:192,"125416368-125416380,125418249-125418304,125435285-125435407",125435407,125416368,125416368,125435407,63,0,1,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000026341.16_Actr3_chr1:125416367-125435407:-_63,chr1,-,"125416367-125416380,125418248-125418304,125435284-125435407",125435407,125416367,125416367,125435407,63,P1_1:125411353_125435407:-:3:201,"125411353-125411374,125418249-125418304,125435285-125435407",125435407,125411353,125411353,125435407,66,0,5014,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026341.16_Actr3_chr1:125416367-125435407:-_63,chr1,-,"125416367-125416380,125418248-125418304,125435284-125435407",125435407,125416367,125416367,125435407,63,P1_1:125416368_125435407:-:3:192,"125416368-125416380,125418249-125418304,125435285-125435407",125435407,125416368,125416368,125435407,63,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000026341.16_Actr3_chr1:125411352-125435407:-_66,chr1,-,"125411352-125411374,125418248-125418304,125435284-125435407",125435407,125411352,125411352,125435407,66,P1_1:125411353_125435407:-:3:201,"125411353-125411374,125418249-125418304,125435285-125435407",125435407,125411353,125411353,125435407,66,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000026341.16_Actr3_chr1:125411352-125435407:-_66,chr1,-,"125411352-125411374,125418248-125418304,125435284-125435407",125435407,125411352,125411352,125435407,66,P1_1:125416368_125435407:-:3:192,"125416368-125416380,125418249-125418304,125435285-125435407",125435407,125416368,125416368,125435407,63,0,5016,uORF
